docName,experiment_type,operators_max,iterations,reduced,original_height,last_page_height,gained,cost,time_taken,max_len_tree,compilations,operators_applied
2318_18,loop-search-separate,2,2,False,29.887800000000198,0.0,29.887800000000198,12.617599999999982,32.2859468460083,10,2,2
24147,loop-search-separate,2,1,True,29.887800000000198,0.0,29.887800000000198,49.04446199999998,11.852078676223755,66,1,1
A Comparison of,loop-search-separate,2,2,False,29.887800000000198,0.0,29.887800000000198,12.664878799999997,23.241358041763306,14,2,2
A Critical Look,loop-search-separate,2,3,True,29.887800000000198,0.0,29.887800000000198,31.96827280000005,40.6769654750824,141,3,3
A Domain Generalization,loop-search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,2.5353304000000065,15.86543893814087,5,1,1
A Knowledge Driven,loop-search-separate,2,4,False,26.899199999999723,0.0,26.899199999999723,35.9305416,41.323323488235474,142,4,4
A Multilayer Convolutional,loop-search-separate,2,5,False,29.887800000000198,0.0,29.887800000000198,54.48171922500002,47.940672874450684,140,5,5
A Natural Language,loop-search-separate,2,2,True,28.39350000000013,0.0,28.39350000000013,18.586208,26.561788082122803,181,2,2
A Question-Answering Approach,loop-search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,15.203321599999981,15.79619312286377,152,1,1
A Student-Teacher Architecture,loop-search-separate,2,4,True,29.887800000000198,0.0,29.887800000000198,108.05720118750006,38.175676584243774,93,4,4
A Unified Implicit,loop-search-separate,2,3,True,29.887800000000198,0.0,29.887800000000198,60.13521751000002,34.9949312210083,323,3,3
Abusive Language Detection,loop-search-separate,2,3,True,29.887800000000198,0.0,29.887800000000198,96.82103936125009,34.82886290550232,104,3,3
Accelerating the Development,loop-search-separate,2,5,False,29.887800000000198,0.0,29.887800000000198,51.27890159999998,46.97013759613037,173,5,5
Action Branching Architectures,loop-search-separate,2,3,True,29.887800000000198,0.0,29.887800000000198,28.7546769999999,39.608269691467285,389,3,3
AUPCR Maximizing Matchings,loop-search-separate,2,2,True,29.887800000000198,0.0,29.887800000000198,52.783799999999985,28.814099073410034,281,2,2
Balanced Linear Contextual,loop-search-separate,2,1,True,28.39350000000013,0.0,28.39350000000013,22.649999999999977,14.707958936691284,97,1,1
Beyond,loop-search-separate,2,5,True,29.887800000000198,0.0,29.887800000000198,51.9934758,46.16480207443237,141,5,5
Bidirectional Temporal Plan,loop-search-separate,2,2,True,29.887800000000198,0.0,29.887800000000198,40.89237568000003,26.172556400299072,168,2,2
BOK,loop-search-separate,2,5,False,29.887800000000198,0.0,29.887800000000198,34.13447439999998,53.880417346954346,68,5,5
Capturing Delayed Feedback,loop-search-separate,2,4,True,29.887800000000198,0.0,29.887800000000198,33.49756375,48.46542191505432,161,4,4
Cisco at AAAI-CAD21,loop-search-separate,2,2,False,29.887800000000198,0.0,29.887800000000198,13.202849799999996,27.249434232711792,24,2,2
Crowdsourcing real-time viral,loop-search-separate,2,2,False,29.887800000000198,0.0,29.887800000000198,10.735136400000002,24.685116052627563,49,2,2
Deep Just-In-Time Inconsistency,loop-search-separate,2,1,True,36.86179999999979,0.0,36.86179999999979,97.55877058750002,14.762825012207031,32,1,1
Deep Open Intent,loop-search-separate,2,5,True,29.887800000000198,0.0,29.887800000000198,37.54876295000001,45.179503440856934,190,5,5
Deep Spiking Neural,loop-search-separate,2,5,True,29.887800000000198,0.0,29.887800000000198,45.098894,102.11325454711914,204,5,5
Delving into Sample,loop-search-separate,2,4,False,29.887800000000198,0.0,29.887800000000198,40.03764399999997,46.83070731163025,47,4,4
Detection of social,loop-search-separate,2,4,True,29.887800000000198,0.0,29.887800000000198,43.78109439999986,31.58725380897522,142,4,4
