docName,experiment_type,operators_max,iterations,reduced,original_height,last_page_height,gained,cost,time_taken,max_len_tree,compilations,operators_applied
2318_18,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,12.617599999999982,34.568670988082886,10,2,2
24147,search-separate,2,1,True,29.887800000000198,0.0,29.887800000000198,49.04446199999998,20.690435886383057,66,1,1
A Comparison of,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,10.0,14.938140869140625,14,1,1
A Critical Look,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,20.713386400000033,29.665935039520264,141,2,2
A Domain Generalization,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,2.5353304000000065,24.732745885849,5,1,1
A Knowledge Driven,search-separate,2,1,False,26.899199999999723,0.0,26.899199999999723,20.651694399999997,33.51280212402344,142,2,2
A Multilayer Convolutional,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,9.410548000000006,18.17973780632019,140,1,1
A Natural Language,search-separate,2,1,True,28.39350000000013,0.0,28.39350000000013,18.586208,23.901046991348267,181,2,2
A Question-Answering Approach,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,15.203321599999981,14.549505710601807,152,1,1
A Student-Teacher Architecture,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,30.2095152,17.138372659683228,93,2,2
A Unified Implicit,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,8.563118950000018,23.978915452957153,323,2,2
Abusive Language Detection,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,86.07829228125013,23.307491779327393,104,2,2
Accelerating the Development,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,20.565515199999993,17.193503856658936,173,2,2
Action Branching Architectures,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,16.964161799999943,24.04245090484619,389,2,2
AUPCR Maximizing Matchings,search-separate,2,1,True,29.887800000000198,0.0,29.887800000000198,52.783799999999985,27.22143316268921,281,2,2
Balanced Linear Contextual,search-separate,2,1,True,28.39350000000013,0.0,28.39350000000013,22.649999999999977,10.329752683639526,97,1,1
Beyond,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,18.116366699999958,18.626224994659424,141,2,2
Bidirectional Temporal Plan,search-separate,2,1,True,29.887800000000198,0.0,29.887800000000198,40.89237568000003,23.076374530792236,168,2,2
BOK,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,14.503845599999977,24.35267162322998,68,2,2
Capturing Delayed Feedback,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,11.226816,24.005119562149048,161,1,1
Cisco at AAAI-CAD21,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,7.282970999999989,17.354085206985474,24,1,1
Crowdsourcing real-time viral,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,7.287757599999992,15.057031869888306,49,1,1
Deep Just-In-Time Inconsistency,search-separate,2,1,True,36.86179999999979,0.0,36.86179999999979,97.55877058750002,10.857078552246094,32,1,1
Deep Open Intent,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,16.694144000000023,17.950881242752075,190,2,2
Deep Spiking Neural,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,19.566636399999993,40.80823349952698,204,2,2
Delving into Sample,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,30.207636399999984,20.296278715133667,47,2,2
Detection of social,search-separate,2,1,False,29.887800000000198,0.0,29.887800000000198,18.65777279999992,15.821839809417725,142,2,2
Deterministic and Discriminative,search-separate,2,1,True,29.887800000000198,0.0,29.887800000000198,51.18338714250001,30.95936918258667,67,2,2
Discriminative Sentence Modeling,search-separate,2,1,False,28.39350000000013,0.0,28.39350000000013,19.680022800000017,16.81273102760315,160,2,2
