docName,experiment_type,operators_max,iterations,reduced,original_height,last_page_height,gained,cost,time_taken,max_len_tree,compilations,operators_applied
2318_18,loop-search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,12.617599999999982,56.9435932636261,-1,2,4
24147,loop-search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,49.04446199999998,32.567996978759766,66,1,2
A Comparison of,loop-search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,12.664878799999997,38.92265272140503,2,2,4
A Critical Look,loop-search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,20.713386400000033,43.38423466682434,141,2,4
A Domain Generalization,loop-search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,2.5353304000000065,28.757550716400146,5,1,1
A Knowledge Driven,loop-search-atOnce,2,2,False,26.899199999999723,0.0,26.899199999999723,25.387847199999996,58.374534606933594,22,4,8
A Multilayer Convolutional,loop-search-atOnce,2,3,False,29.887800000000198,0.0,29.887800000000198,54.59346922499998,90.63930416107178,15,5,10
A Natural Language,loop-search-atOnce,2,2,True,28.39350000000013,0.0,28.39350000000013,21.235453074999995,67.46938705444336,87,3,6
A Question-Answering Approach,loop-search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,15.203321599999981,37.61024832725525,-1,1,2
A Student-Teacher Architecture,loop-search-atOnce,2,3,True,29.887800000000198,0.0,29.887800000000198,108.05720118750006,64.68843173980713,56,4,8
A Unified Implicit,loop-search-atOnce,2,2,True,29.887800000000198,0.0,29.887800000000198,60.13521751000002,67.40004014968872,143,3,6
Abusive Language Detection,loop-search-atOnce,2,2,True,29.887800000000198,0.0,29.887800000000198,96.82103936125009,66.82454586029053,71,3,6
Accelerating the Development,loop-search-atOnce,2,3,False,29.887800000000198,0.0,29.887800000000198,43.20664400000001,79.00149774551392,27,5,10
Action Branching Architectures,loop-search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,8.707830899999976,77.59320712089539,389,2,4
AUPCR Maximizing Matchings,loop-search-atOnce,2,2,True,29.887800000000198,0.0,29.887800000000198,115.03193639999998,113.81086850166321,96,3,6
Balanced Linear Contextual,loop-search-atOnce,2,1,True,28.39350000000013,0.0,28.39350000000013,22.649999999999977,35.97418141365051,97,1,2
Beyond,loop-search-atOnce,2,5,True,29.887800000000198,0.0,29.887800000000198,73.71385684999996,97.41084265708923,4,8,16
Bidirectional Temporal Plan,loop-search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,26.83086048,37.96520376205444,168,2,4
BOK,loop-search-atOnce,2,3,False,29.887800000000198,0.0,29.887800000000198,34.13447439999998,75.38768362998962,5,5,9
Capturing Delayed Feedback,loop-search-atOnce,2,3,True,29.887800000000198,0.0,29.887800000000198,33.49756375,76.4854257106781,5,4,8
Cisco at AAAI-CAD21,loop-search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,13.202849799999996,43.184693813323975,24,2,4
Crowdsourcing real-time viral,loop-search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,10.735136400000002,32.83266520500183,37,2,4
Deep Just-In-Time Inconsistency,loop-search-atOnce,2,1,True,36.86179999999979,0.0,36.86179999999979,97.55877058750002,21.342567443847656,32,1,2
Deep Open Intent,loop-search-atOnce,2,3,True,29.887800000000198,0.0,29.887800000000198,37.53251295,75.34604716300964,41,5,10
Deep Spiking Neural,loop-search-atOnce,2,2,False,29.887800000000198,0.0,29.887800000000198,37.865022800000006,126.12188792228699,2,4,8
Delving into Sample,loop-search-atOnce,2,2,False,29.887800000000198,0.0,29.887800000000198,25.383265199999983,54.707817792892456,4,3,5
Detection of social,loop-search-atOnce,2,3,True,29.887800000000198,0.0,29.887800000000198,47.85544439999995,50.83943748474121,95,5,10
Deterministic and Discriminative,loop-search-atOnce,2,2,True,29.887800000000198,0.0,29.887800000000198,29.206022800000014,66.37436819076538,14,3,6
Discriminative Sentence Modeling,loop-search-atOnce,2,3,False,28.39350000000013,0.0,28.39350000000013,40.44726915000069,73.07504367828369,3,5,10
Evaluating Digital Agriculture,loop-search-atOnce,2,2,False,26.899199999999723,0.0,26.899199999999723,43.01865160000003,57.861958026885986,4,4,8
Evaluating Sequence-to-Sequence Learning,loop-search-atOnce,2,2,True,29.887800000000198,0.0,29.887800000000198,31.629901600000053,34.25732421875,23,3,6
Evaluation of a,loop-search-atOnce,2,3,False,29.887800000000198,0.0,29.887800000000198,20.038002675,48.211408376693726,22,3,6
Evaluation of Fake,loop-search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,30.19371519999993,39.81235432624817,492,2,4
Evolutionarily-Curated Curriculum Learning,loop-search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,113.09984399999999,10.980069637298584,2,1,1
Expected Value of,loop-search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,63.78847200000001,24.47810435295105,166,1,2
Explainable Failure Predictions,loop-search-atOnce,2,1,True,26.899199999999723,0.0,26.899199999999723,61.013135293750054,23.144649028778076,66,1,2
Explaining Reward Functions,loop-search-atOnce,2,2,False,29.887800000000198,0.0,29.887800000000198,15.2640076,33.88216209411621,5,3,5
Exploiting Cross-Lingual Subword,loop-search-atOnce,2,2,True,26.899200000000064,0.0,26.899200000000064,26.83199074999993,268.5770423412323,41,3,6
Exploiting Language Models,loop-search-atOnce,2,2,False,29.887800000000198,0.0,29.887800000000198,34.522437759999974,92.70942068099976,37,3,6
Exploiting Multiple Abstractions,loop-search-atOnce,2,2,False,29.887800000000198,0.0,29.887800000000198,20.648268674999983,145.97723031044006,20,4,8
Exploring Gameplay With,loop-search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,33.095088000000004,20.060266733169556,127,1,2
Exploring the Efficacy,loop-search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,83.21387409552,24.833033800125122,66,1,2
Fair Conformal Predictors,loop-search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,27.83547999999999,42.832335472106934,31,2,4
Fast and Knowledge-Free,loop-search-atOnce,2,2,True,29.887800000000198,0.0,29.887800000000198,35.853144000000015,70.30564188957214,12,4,8
Few-Shot Learning for,loop-search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,9.57629025,23.876490592956543,105,1,2
Finding All Bayesian,loop-search-atOnce,2,2,True,29.887800000000198,0.0,29.887800000000198,35.134855999999985,88.76162147521973,25,3,6
Fine-Grained Car Detection,loop-search-atOnce,2,3,True,29.887800000000198,0.0,29.887800000000198,45.761555200000046,71.30542254447937,15,5,10
Fine-grained Retrieval Prompt,loop-search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,8.439479999999989,60.58258414268494,44,1,2
Fixation Maximization in,loop-search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,14.039999999999992,31.069063186645508,135,1,2
Forecasting with Sparse,loop-search-atOnce,2,2,True,29.887800000000198,0.0,29.887800000000198,43.35890159999998,79.06820297241211,14,4,8
Frame and Feature-Context,loop-search-atOnce,2,2,True,29.887800000000198,0.0,29.887800000000198,35.21389655000003,52.20975089073181,287,3,6
