docName,experiment_type,operators_max,iterations,reduced,original_height,last_page_height,gained,cost,time_taken,max_len_tree,operators_count
Learning Markov Random,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,12.15088639999999,17.75329852104187,-1,0
Learning Occupational Task-Shares,greedy-separate,2,1,False,29.887800000000198,29.887800000000198,0.0,14.29998639999998,12.281257629394531,-1,0
Learning Optical Flow,greedy-separate,2,1,False,29.887800000000198,29.887800000000198,0.0,0.0,8.530850172042847,-1,0
Learning Rewards from,greedy-separate,2,1,False,26.899199999999723,26.899199999999723,0.0,10.932015200000023,10.26511263847351,-1,0
Learning Scripts as,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,16.78515760000002,10.820911645889282,-1,0
Learning Sparse Sharing,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,16.220257599999968,19.443583011627197,-1,0
Learning the Joint,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,11.507015199999955,9.83813190460205,-1,0
Learning Transferable Adversarial,greedy-separate,2,1,False,28.39350000000013,28.39350000000013,0.0,21.4685778999999,11.38673210144043,-1,0
Let There Be,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,15.332597850000042,11.184596538543701,-1,0
Local Differential Privacy,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,18.785886399999953,11.041138887405396,-1,0
Long-Term Trends in,greedy-separate,2,1,False,29.887800000000198,29.887800000000198,0.0,19.511515199999963,9.49540400505066,-1,0
LTU Attacker for,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,16.84612162500001,11.159991979598999,-1,0
Open-Vocabulary Semantic Parsing,greedy-separate,2,1,False,26.899199999999723,17.932799999999816,8.966399999999908,12.917515199999997,11.793919324874878,-1,0
Open-Vocabulary Video Relation,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,12.173930900000016,10.152820587158203,-1,0
Optimal Pricing for,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,0.0,16.659075260162354,-1,0
Order-Free RNN with,greedy-separate,2,1,False,29.887800000000198,29.887800000000198,0.0,27.60300000000001,8.687673807144165,-1,0
Out of the,greedy-separate,2,1,False,29.887800000000198,9.962600000000066,19.92520000000013,14.069957600000038,10.207562685012817,-1,0
Painterly Image Harmonization,greedy-separate,2,1,False,29.887800000000198,29.887800000000198,0.0,15.00514400000003,8.448224067687988,-1,0
Parameterized Indexed Value,greedy-separate,2,1,False,31.880400000000122,31.880400000000122,0.0,11.185747749999905,26.07953977584839,-1,0
Patch-wise Graph Contrastive,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,17.082987500000016,10.555174112319946,-1,0
Planning with Pixels,greedy-separate,2,1,True,29.887800000000198,982.330331010257,-952.4425310102569,13.519798947196975,6.181272029876709,-1,1
Playing Pairs with,greedy-separate,2,1,False,29.887800000000198,29.887800000000198,0.0,13.083033599999993,7.966865062713623,-1,0
Pre-Training With Scientific,greedy-separate,2,1,False,29.887800000000198,29.887800000000198,0.0,8.091136399999996,8.616472721099854,-1,0
Predicting Depression Severity,greedy-separate,2,1,False,29.887800000000198,29.887800000000198,0.0,18.143886399999957,7.19468355178833,-1,0
Predicting the Argumenthood,greedy-separate,2,1,True,26.899199999999723,1130.864886600002,-1103.9656866000023,19.26187162499997,10.05717134475708,-1,1
Projective Quadratic Regression,greedy-separate,2,1,False,29.887800000000198,29.887800000000198,0.0,20.0,8.404306411743164,-1,0
Provably Convergent Federated,greedy-separate,2,1,False,29.887800000000198,9.962600000000066,19.92520000000013,25.26284999999993,11.818928956985474,-1,0
Provably Secure Federated,greedy-separate,2,1,True,29.887800000000198,1064.4208774117656,-1034.5330774117654,11.435219496470587,14.934499263763428,-1,1
Qualitative Analysis of,greedy-separate,2,1,False,29.887800000000198,29.887800000000198,0.0,13.369758599999997,9.56047248840332,-1,0
Quantization-Based Regularization for,greedy-separate,2,1,False,26.899199999999723,17.932799999999816,8.966399999999908,11.384537933875961,12.817798614501953,-1,0
Relevant Intrinsic Feature,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,16.010637370000012,17.49737310409546,-1,0
Representing Closed Transformation,greedy-separate,2,1,False,26.899199999999723,17.932799999999816,8.966399999999908,8.46802319999999,10.95543384552002,-1,0
Responsive Planning and,greedy-separate,2,1,True,29.887800000000198,1112.5934402000005,-1082.7056402000003,0.0,4.853909969329834,-1,1
Retrospective Reader for,greedy-separate,2,1,True,29.887800000000198,1274.4638816000008,-1244.5760816000006,14.116150949999962,10.523046731948853,-1,1
Revisiting Mahalanobis Distance,greedy-separate,2,1,True,29.887800000000198,1240.8519280964483,-1210.9641280964481,6.202062087291736,7.666279554367065,-1,1
Source-Target Inference Models,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,10.734747750000025,10.68457841873169,-1,0
Synchronous Speech Recognition,greedy-separate,2,1,False,29.887800000000198,29.887800000000198,0.0,13.376835224999994,11.301531791687012,-1,0
Task-Driven Causal Feature,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,9.026636400000015,12.04905915260315,-1,0
That_s Mine! Learning,greedy-separate,2,1,False,28.39350000000013,28.39350000000013,0.0,12.771747750000031,9.679161787033081,-1,0
The Complexity of,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,9.866636400000019,11.646961212158203,-1,0
Title-Guided Encoding for,greedy-separate,2,1,False,26.899199999999723,17.932799999999816,8.966399999999908,18.002806900000053,10.425936937332153,-1,0
Token-Level,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,18.67950535,11.97791600227356,-1,0
Token-Level Contrastive Learning,greedy-separate,2,1,False,29.887800000000198,9.962600000000066,19.92520000000013,20.977505349999944,12.280163049697876,-1,0
Top-N Recommender System,greedy-separate,2,1,False,26.899199999999723,26.899199999999723,0.0,16.50400535,9.089844942092896,-1,0
Topical Phrase Extraction,greedy-separate,2,1,False,29.887800000000198,39.85040000000026,-9.962600000000066,2.5919622699999962,5.907027244567871,-1,0
Topological Pooling on,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,19.819386400000027,26.59746527671814,-1,0
Toward a Human-Level,greedy-separate,2,1,False,29.887800000000198,29.887800000000198,0.0,18.848136400000016,7.773924827575684,-1,0
Towards an Integrative,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,12.17651520000004,19.484939098358154,-1,0
Towards Autonomous Satellite,greedy-separate,2,1,False,29.887800000000198,19.92520000000013,9.962600000000066,17.740772800000002,14.803160667419434,-1,0
Towards Cognitive Robots,greedy-separate,2,1,False,29.887800000000198,29.887800000000198,0.0,12.396757599999978,10.621711730957031,-1,0
Treatment effect estimation,greedy-separate,2,1,False,29.887800000000198,9.962600000000066,19.92520000000013,29.85231520000002,11.159634351730347,-1,0
