docName,experiment_type,operators_max,iterations,reduced,original_height,last_page_height,gained,cost,time_taken,max_len_tree,compilations,operators_applied
Discriminative Sentence Modeling,search-atOnce,2,1,False,28.39350000000013,0.0,28.39350000000013,16.003967300000483,16.81092357635498,160,2,4
Evaluating Digital Agriculture,search-atOnce,2,1,False,26.899199999999723,0.0,26.899199999999723,23.018651600000027,17.691776514053345,139,2,4
Evaluating Sequence-to-Sequence Learning,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,21.629901600000053,13.502208471298218,105,2,4
Evaluation of a,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,10.038002675000001,14.475786685943604,57,2,4
Evaluation of Fake,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,30.19371519999993,25.005504608154297,492,2,4
Evolutionarily-Curated Curriculum Learning,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,113.09984399999999,6.584722280502319,2,1,2
Expected Value of,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,63.78847200000001,14.606652736663818,166,1,2
Explainable Failure Predictions,search-atOnce,2,1,True,26.899199999999723,0.0,26.899199999999723,61.013135293750054,13.89478063583374,66,1,2
Explaining Reward Functions,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,12.616878799999995,14.956256866455078,58,2,4
Exploiting Cross-Lingual Subword,search-atOnce,2,1,False,26.899200000000064,0.0,26.899200000000064,15.34871629999995,83.99673748016357,137,2,4
Exploiting Language Models,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,19.379136399999993,20.173293113708496,102,2,4
Exploiting Multiple Abstractions,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,8.604752674999986,31.41331386566162,104,2,4
Exploring Gameplay With,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,33.095088000000004,10.99107837677002,127,1,2
Exploring the Efficacy,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,83.21387409552,14.246753931045532,66,1,2
Fair Conformal Predictors,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,27.83547999999999,25.309834241867065,31,2,4
Fast and Knowledge-Free,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,15.853144000000015,24.49436902999878,54,2,4
Few-Shot Learning for,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,9.57629025,10.84846806526184,105,1,2
Finding All Bayesian,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,11.285156,19.144699096679688,140,2,4
Fine-Grained Car Detection,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,12.915765200000052,17.016465425491333,103,2,4
Fine-grained Retrieval Prompt,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,8.439479999999989,18.270954608917236,44,1,2
Fixation Maximization in,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,14.039999999999992,16.643548727035522,135,1,2
Forecasting with Sparse,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,20.398901599999988,24.528826236724854,101,2,4
Frame and Feature-Context,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,26.074010150000007,31.6729257106781,474,2,4
Game-theoretic Approach for,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,21.77051520000009,28.7962589263916,280,2,4
Generalized Planning in,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,15.282757599999968,22.1104679107666,61,2,4
Generative structured normalizing,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,46.14047999999998,14.831963539123535,190,1,2
Geometric,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,8.778623874999994,39.69308948516846,321,2,4
Harnessing the Power,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,19.271376549999957,21.787991523742676,145,2,4
Hierarchical Average Reward,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,30.96903040000001,19.040619611740112,143,2,4
Human Capabilities as,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,20.674515199999995,15.044432401657104,73,2,4
Human in the,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,20.56451519999996,17.059994220733643,144,2,4
Humans_ Assessment of,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,14.937417200000198,13.710668087005615,189,2,4
Hyperbolic Graph Diffusion,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,14.319586400000105,22.105844259262085,279,2,4
Identification of Abnormal,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,38.91864672000003,16.510613679885864,263,1,2
Identifying Unsafe Videos,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,15.146515199999953,17.683505535125732,32,1,2
Improving Model Robustness,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,19.060401600000063,20.460282564163208,80,2,4
Improving Multi-Document Summarization,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,20.57340159999994,17.294801473617554,189,2,4
Improving Neural Question,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,45.3302784,11.02410101890564,72,1,2
Improving Pareto Front,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,36.062138248894655,34.30672907829285,81,2,4
Improving Training and,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,9.419752674999998,27.829118013381958,138,2,4
Information Retention in,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,24.46290159999998,19.09257435798645,95,2,4
Integrated In-vehicle Monitoring,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,23.992610999999982,10.213065385818481,36,1,2
Intelligent Frame Selection,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,14.165515199999959,11.680338621139526,81,1,2
Interpretable Local Tree,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,10.0,17.02237319946289,148,1,2
Interpretable NLG for,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,14.858643999999956,18.119378089904785,98,2,4
Interpretable Rumor Detection,search-atOnce,2,1,True,26.899199999999723,0.0,26.899199999999723,17.99532449999998,14.140107870101929,14,1,2
Investigating the Effects,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,55.17964199999999,13.462673425674438,121,1,2
Joint Word Representation,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,23.914524999999998,16.228987455368042,68,2,4
Journey to the,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,9.464314599999966,22.603498458862305,131,2,4
Keyword-Guided Neural Conversational,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,12.494015200000007,18.051613330841064,58,2,4
Knowledge-driven Natural Language,search-atOnce,2,1,False,59.77559999999971,0.0,59.77559999999971,12.908504152000091,24.37729787826538,81,2,4
Knowledge-incorporating ESIM models,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,19.456386400000042,17.60077142715454,118,2,4
Labeled Memory Networks,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,10.0,19.489704132080078,31,2,4
Language Models are,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,33.18703039999997,23.630905151367188,196,2,4
Learning 2D Temporal,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,14.147394000000006,21.359466314315796,65,2,4
Learning a Wavelet-like,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,22.734725374999954,15.095016956329346,68,2,4
Learning Binary Residual,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,19.877136399999983,17.255900859832764,64,2,4
Learning Invariant Representation,search-atOnce,2,1,False,40.30867960000023,40.30867960000023,0.0,0.0,2.866222381591797,-1,0,0
Learning Logistic Circuits,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,20.23477280000003,25.36539649963379,144,2,4
Learning Markov Random,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,17.156813367750402,30.112030506134033,64,2,4
Learning Occupational Task-Shares,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,61.70572800000001,16.994800806045532,110,1,2
Learning Optical Flow,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,45.38122601500001,14.708125829696655,99,1,2
Learning Rewards from,search-atOnce,2,1,False,26.899199999999723,0.0,26.899199999999723,13.935381475000014,17.413635969161987,69,2,4
Learning Scripts as,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,16.76971519999995,26.023986339569092,314,2,4
Learning Sparse Sharing,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,28.528143999999983,30.65596914291382,140,2,4
Learning the Joint,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,19.37509999999999,17.927874326705933,36,2,4
Learning Transferable Adversarial,search-atOnce,2,1,False,28.39350000000013,0.0,28.39350000000013,18.05613640000007,21.04201889038086,96,2,4
Local Differential Privacy,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,16.350556799999993,22.6939377784729,150,2,4
Long-Term Trends in,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,28.2167728,17.5116868019104,148,2,4
LTU Attacker for,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,8.741636399999976,16.416271686553955,139,1,2
Open-Vocabulary Semantic Parsing,search-atOnce,2,1,False,26.899199999999723,0.0,26.899199999999723,18.850772799999987,20.04107356071472,105,2,4
Open-Vocabulary Video Relation,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,49.04446199999998,10.682506322860718,66,1,2
Optimal Pricing for,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,19.178992600000015,29.103737592697144,319,2,4
Order-Free RNN with,search-atOnce,2,1,False,29.887800000000198,29.887800000000198,0.0,0.0,3.435235023498535,-1,0,0
Out of the,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,40.66902554866904,13.538120031356812,311,1,2
Painterly Image Harmonization,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,22.522742825000037,14.463074445724487,140,2,4
Parameterized Indexed Value,search-atOnce,2,1,False,31.880400000000122,0.0,31.880400000000122,16.778621624999857,49.66315817832947,225,2,4
Patch-wise Graph Contrastive,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,82.86969600000003,14.212493181228638,96,1,2
Planning with Pixels,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,13.519798947196975,14.037745237350464,8,1,2
Playing Pairs with,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,71.22508800000001,13.576737642288208,392,1,2
Pre-Training With Scientific,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,22.01861669999991,20.07095432281494,236,2,4
Predicting Depression Severity,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,23.81436520000004,15.094625234603882,244,2,4
Predicting the Argumenthood,search-atOnce,2,1,True,26.899199999999723,0.0,26.899199999999723,19.36012162499999,17.82829976081848,164,2,4
Probability trees and,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,16.612397394996336,25.712832927703857,165,1,2
Projective Quadratic Regression,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,20.0,14.662679672241211,7,2,4
Provably Convergent Federated,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,12.617599999999982,18.022577047348022,10,2,4
Provably Secure Federated,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,23.89135760000002,32.510550022125244,460,2,4
Qualitative Analysis of,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,27.42988840000001,17.6375789642334,101,2,4
Quantization-Based Regularization for,search-atOnce,2,1,True,26.899199999999723,0.0,26.899199999999723,16.59446976693792,33.87188267707825,112,2,4
Relevant Intrinsic Feature,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,26.741598822000018,34.9997718334198,353,2,4
Representing Closed Transformation,search-atOnce,2,1,True,26.899199999999723,0.0,26.899199999999723,32.00395968000003,30.03336787223816,748,2,4
Responsive Planning and,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,3.6843787999999904,15.945300340652466,102,2,4
Retrospective Reader for,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,17.221248799999955,26.329333543777466,115,2,4
Revisiting Mahalanobis Distance,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,129.4424683420238,15.161323547363281,56,1,2
Source-Target Inference Models,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,19.28386670000002,18.925927877426147,193,2,4
Synchronous Speech Recognition,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,19.565151600000007,24.37924337387085,115,2,4
Task-Driven Causal Feature,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,10.0,15.726353406906128,33,1,2
That_s Mine! Learning,search-atOnce,2,1,False,28.39350000000013,0.0,28.39350000000013,18.84998522500001,17.121689319610596,103,2,4
The Complexity of,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,20.002386400000006,26.30647563934326,47,2,4
Title-Guided Encoding for,search-atOnce,2,1,True,26.899199999999723,0.0,26.899199999999723,103.01077058750013,16.142390489578247,169,1,2
Token-Level Contrastive Learning,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,24.5151113,21.36480140686035,193,2,4
Top-N Recommender System,search-atOnce,2,1,False,26.899199999999723,0.0,26.899199999999723,7.797735224999997,15.47070574760437,425,1,2
Topical Phrase Extraction,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,29.039867110000003,14.72993278503418,144,2,4
Topological Pooling on,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,75.50347555800002,38.52673578262329,121,2,4
Toward a Human-Level,search-atOnce,2,1,True,29.887800000000198,0.0,29.887800000000198,16.79623522499999,10.881191730499268,166,1,2
Towards an Integrative,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,19.15788639999994,37.67209005355835,14,2,4
Towards Autonomous Satellite,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,15.107393999999914,21.385644674301147,68,2,4
Towards Cognitive Robots,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,14.76374282499998,19.41652536392212,93,2,4
Treatment effect estimation,search-atOnce,2,1,False,29.887800000000198,0.0,29.887800000000198,21.06151520000003,23.10730767250061,36,2,4
